"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-11","0.00","52","65","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-12","0.35","48","54","33"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-13","0.00","29","33","19"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-14","0.00","30","44","22"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-15","0.00","48","58","40"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-16","0.00","38","41","30"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-17","0.00","28","33","23"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-18","0.00","32","41","27"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-19","0.99","36","47","31"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-20","0.00","45","53","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-21","0.00","44","50","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-22","0.00","48","63","37"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-23","0.00","42","42","27"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-24","0.00","28","34","22"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-25","0.00","32","38","26"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-26","0.00","33","35","25"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-27","0.00","30","42","23"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-28","0.03","45","60","38"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-29","1.79","48","55","41"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-30","0.37","44","47","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-03-31","0.12","42","54","36"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-01","0.00","46","59","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-02","0.00","46","53","41"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-03","0.07","51","64","42"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-04","0.19","45","47","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-05","0.00","45","54","39"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-06","0.00","45","59","37"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-07","0.66","46","53","41"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-08","0.34","51","65","43"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-09","0.00","51","59","44"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-10","0.00","50","58","42"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-11","0.00","59","74","50"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-12","0.00","59","72","49"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-13","0.00","60","74","50"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-14","0.00","62","72","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-15","0.87","57","62","34"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-16","0.05","39","47","32"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-17","0.00","41","47","36"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-18","0.00","40","47","35"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-19","0.00","51","65","42"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-20","0.00","52","55","44"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-21","0.00","50","63","41"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-22","0.00","56","66","50"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-23","0.00","56","62","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-24","0.00","49","60","43"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-25","0.00","52","60","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-26","0.76","52","64","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-27","0.00","51","57","47"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-28","0.00","54","64","46"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-29","0.03","50","51","43"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-04-30","5.26","44","49","42"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-01","0.15","59","77","49"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-02","0.00","63","68","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-03","0.03","62","69","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-04","0.00","59","64","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-05","0.00","58","67","50"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-06","0.00","59","68","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-07","0.00","59","68","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-08","0.39","56","58","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-09","0.02","55","65","52"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-10","0.91","65","82","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-11","0.02","69","81","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-12","0.00","73","82","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-13","0.00","66","71","52"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-14","0.00","56","68","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-15","0.14","61","75","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-16","1.61","67","71","60"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-17","0.00","62","70","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-18","0.00","60","65","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-19","0.00","60","70","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-20","0.00","65","77","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-21","0.00","70","75","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-22","0.28","63","65","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-23","1.07","60","68","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-24","0.04","60","68","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-25","0.00","65","81","56"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-26","0.00","75","87","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-27","0.00","80","86","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-28","0.00","61","60","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-29","0.00","56","63","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-30","0.03","63","76","56"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-05-31","0.01","64","70","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-01","0.00","65","77","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-02","0.00","70","79","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-03","0.06","76","85","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-04","0.00","69","81","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-05","0.70","67","76","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-06","0.00","68","76","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-07","0.00","71","82","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-08","0.00","76","85","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-09","1.24","68","73","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-10","0.00","67","75","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-11","0.05","66","68","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-12","0.02","64","76","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-13","1.55","66","76","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-14","0.00","70","74","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-15","0.00","68","79","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-16","0.00","72","81","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-17","0.00","77","88","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-18","0.00","83","88","75"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-19","0.00","75","79","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-20","0.00","73","80","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-21","0.00","70","76","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-22","0.00","70","77","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-23","0.00","73","82","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-24","0.00","74","81","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-25","0.00","75","84","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-26","0.07","78","86","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-27","0.00","74","82","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-28","0.00","76","87","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-29","0.00","75","82","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-06-30","0.00","76","84","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-01","0.00","79","88","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-02","0.63","82","91","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-03","0.73","79","89","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-04","0.16","71","74","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-05","0.00","72","83","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-06","0.00","78","87","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-07","0.00","81","92","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-08","0.18","84","93","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-09","0.00","80","88","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-10","0.00","76","82","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-11","0.00","77","85","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-12","0.00","77","86","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-13","0.24","75","82","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-14","0.74","77","85","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-15","0.93","76","88","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-16","0.00","74","83","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-17","0.00","75","83","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-18","0.00","75","82","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-19","0.00","73","77","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-20","0.00","71","76","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-21","0.00","74","84","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-22","0.00","78","87","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-23","0.12","80","89","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-24","0.00","77","81","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-25","0.00","75","83","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-26","0.00","76","82","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-27","0.00","78","88","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-28","0.26","78","84","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-29","0.00","71","76","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-30","0.00","72","83","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-07-31","0.00","75","82","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-01","0.00","77","86","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-02","0.40","71","74","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-03","0.07","70","76","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-04","0.00","75","84","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-05","0.00","80","89","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-06","0.00","77","84","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-07","0.00","75","83","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-08","0.00","74","82","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-09","0.00","78","87","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-10","0.00","79","87","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-11","0.00","80","87","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-12","0.14","76","80","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-13","0.78","73","86","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-14","0.00","72","79","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-15","0.00","70","73","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-16","0.00","72","79","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-17","0.01","75","83","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-18","0.00","73","81","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-19","0.00","72","80","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-20","0.00","75","84","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-21","1.24","75","81","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-22","0.07","71","76","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-23","0.00","70","75","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-24","0.00","72","80","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-25","0.00","75","86","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-26","0.00","79","86","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-27","0.00","79","89","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-28","0.00","76","80","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-29","0.00","70","79","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-30","0.00","72","77","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-08-31","0.79","77","92","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-01","0.00","80","88","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-02","0.00","84","93","79"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-03","0.00","80","86","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-04","0.00","78","86","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-05","0.00","78","85","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-06","0.21","81","91","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-07","0.00","73","80","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-08","0.00","71","77","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-09","0.00","68","73","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-10","0.00","69","77","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-11","0.00","74","84","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-12","0.00","71","76","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-13","0.19","65","70","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-14","0.00","62","71","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-15","0.00","64","73","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-16","0.42","64","70","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-17","0.00","66","73","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-18","0.00","68","75","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-19","0.00","62","66","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-20","0.00","65","74","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-21","0.21","70","77","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-22","0.00","69","72","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-23","0.00","61","73","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-24","0.00","65","70","60"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-25","0.17","63","64","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-26","0.00","66","77","60"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-27","0.00","73","83","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-28","0.00","73","84","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-29","0.00","73","79","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-09-30","0.04","69","71","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-01","0.00","63","66","60"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-02","0.00","63","68","60"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-03","0.00","62","69","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-04","1.05","65","71","52"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-05","0.00","54","61","47"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-06","0.00","59","71","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-07","0.03","67","72","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-08","0.03","68","73","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-09","0.00","64","69","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-10","0.00","60","64","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-11","0.33","56","60","52"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-12","0.00","55","62","49"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-13","0.03","59","66","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-14","0.00","68","76","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-15","0.03","72","78","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-16","0.77","70","72","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-17","0.00","66","72","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-18","0.00","64","70","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-19","0.00","54","57","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-20","0.00","50","61","44"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-21","0.00","60","68","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-22","1.26","57","59","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-23","0.32","52","53","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-24","0.00","55","62","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-25","0.00","59","68","52"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-26","0.00","60","62","54"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-27","0.00","57","64","51"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-28","0.00","60","72","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-29","0.00","64","72","53"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-30","0.00","54","58","49"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-10-31","0.04","50","55","45"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-11-01","0.18","48","48","43"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-11-02","0.00","45","48","42"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-11-03","0.00","48","62","41"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-11-04","0.00","60","69","55"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2014-11-05","0.00","61","64","57"
